runtime,layer_name
6.480699994426686e-05,input_1
6.25699999545759e-05,input_1
6.255600010263151e-05,input_1
6.349000000227534e-05,input_1
0.00011617599989222072,input_1
6.256300002860371e-05,input_1
6.316300004982622e-05,input_1
6.429799987017759e-05,input_1
6.317199995464762e-05,input_1
6.485300013991946e-05,input_1
6.45490001716098e-05,input_1
6.596399998670677e-05,input_1
0.0006102629999986675,block1_conv1
0.00045859500005462905,block1_conv1
0.00037207700006547384,block1_conv1
0.0003515859998515225,block1_conv1
0.0004393879999042838,block1_conv1
0.0003839339999558433,block1_conv1
0.00039779100006853696,block1_conv1
0.000380163000045286,block1_conv1
0.00034136199997192307,block1_conv1
0.0005266859998300788,block1_conv1
0.00037007400010224956,block1_conv1
0.0004292569999506668,block1_conv1
0.0003915759998562862,block1_conv1
0.0003716039998380438,block1_conv1
0.00046113999997032806,block1_conv1
0.0003823960000772786,block1_conv1
0.0006078230001094198,block1_conv1
0.00037952600018797966,block1_conv1
0.00036755899986928853,block1_conv1
0.0004089890001068852,block1_conv1
0.00039873000014267745,block1_conv1
0.00036930600003870495,block1_conv1
0.0003618729999743664,block1_conv1
0.000373827999965215,block1_conv1
0.00036805199988521053,block1_conv1
0.0004248269999607146,block1_conv1
0.00036605199989026005,block1_conv1
0.00033058000008168165,block1_conv1
0.00037239600010252616,block1_conv1
0.0004170130000602512,block1_conv1
0.0003868859998874541,block1_conv1
0.000345268000046417,block1_conv1
0.0004156009999860544,block1_conv1
0.0003924679999727232,block1_conv1
0.00033876699990287307,block1_conv1
0.0003647699998055032,block1_conv1
0.0003244150000227819,block1_conv1
0.0005640609999773005,block1_conv1
0.00035089599987259135,block1_conv1
0.00034042000015688245,block1_conv1
0.00042042900008709694,block1_conv1
0.0003355240000928461,block1_conv1
0.0005107540000608424,block1_conv1
0.00039735300015308894,block1_conv1
0.0003274360001341847,block1_conv1
0.0006386430000020482,block1_conv1
0.0003319449999708013,block1_conv1
0.00040655199995853764,block1_conv1
0.00036693400011245103,block1_conv1
0.0004337180000675289,block1_conv1
0.00046685000006618793,block1_conv1
0.00031554699990010704,block1_conv1
0.0003789180000239867,block1_conv1
0.00035713200009013235,block1_conv1
0.0005824889999530569,block1_conv1
0.00041312000007565075,block1_conv1
0.0003983439999046823,block1_conv1
0.0003640130000803765,block1_conv1
0.00033916600000338804,block1_conv1
0.0003787810001085745,block1_conv1
0.0003745989999970334,block1_conv1
0.000521444000014526,block1_conv1
0.0003784559999076009,block1_conv1
0.0003625940000802075,block1_conv1
0.0003808439998920221,block1_conv1
0.0004179550001026655,block1_conv1
0.00036876499984828115,block1_conv1
0.0003381900000931637,block1_conv1
0.000415322999970158,block1_conv1
0.00039293899999393034,block1_conv1
0.00036642600002778636,block1_conv1
0.0003873140001360298,block1_conv1
0.00037118399995961227,block1_conv1
0.0005586370000401075,block1_conv1
0.00041549600018697674,block1_conv1
0.0003722199999174336,block1_conv1
0.00042973999984496913,block1_conv1
0.0003496920000998216,block1_conv1
0.00038362400005098607,block1_conv1
0.00035353099997337267,block1_conv1
0.0005572460001985746,block1_conv1
0.0003518649998568435,block1_conv1
0.00038467600006697467,block1_conv1
0.00038204399993446714,block1_conv1
0.0003532939999786322,block1_conv1
0.0004210530000818835,block1_conv1
0.00033782900004553085,block1_conv1
0.00039238399995156215,block1_conv1
0.00038641299988739775,block1_conv1
0.00043226100001447776,block1_conv1
0.00037086199995428615,block1_conv1
0.0003798569998707535,block1_conv1
0.00043226899992987455,block1_conv1
0.00039429700018445146,block1_conv1
0.0003449299999829236,block1_conv1
0.00035985699992124864,block1_conv1
0.0002967600000829407,block1_conv1
0.0003674019999380107,block1_conv1
0.00034750999998323095,block1_conv1
0.00037139900018701155,block1_conv1
0.00037405100010801107,block1_conv1
0.0003798360000928369,block1_conv1
0.0003435579999404581,block1_conv1
0.00038651299996672606,block1_conv1
0.0003743780000604602,block1_conv1
0.0003291129999070108,block1_conv1
0.00041197599989573064,block1_conv1
0.00031884300005913246,block1_conv1
0.0003336900001613685,block1_conv1
0.0007095910000316508,block1_conv1
0.00033739599984983215,block1_conv1
0.0003321070000765758,block1_conv1
0.0003638579999005742,block1_conv1
0.00033252100001845974,block1_conv1
0.00032865799994397094,block1_conv1
0.0003569939999579219,block1_conv1
0.0003785650001191243,block1_conv1
0.0005165570000826847,block1_conv1
0.0005079170000499289,block1_conv1
0.00037114399992788094,block1_conv1
0.00039574800007358135,block1_conv1
0.00036073699993721675,block1_conv1
0.0004854080000313843,block1_conv1
0.0003679619999275019,block1_conv1
0.0005357029999686347,block1_conv1
0.00038248400005613803,block1_conv1
0.00034557699996184965,block1_conv1
0.0004703139998127881,block1_conv1
0.000405360999820914,block1_conv1
0.0004164669999227044,block1_conv1
0.00042977900011464953,block1_conv1
0.0004820939998353424,block1_conv1
0.00044140099998912774,block1_conv1
0.00044453600003180327,block1_conv1
0.00035227700004725193,block1_conv1
0.000317266000138261,block1_conv1
0.0004477269999370037,block1_conv1
0.00037561400017693813,block1_conv1
0.00044365100006871216,block1_conv1
0.00036039499991602497,block1_conv1
0.00042402099984428787,block1_conv1
0.0003904570000941021,block1_conv1
0.00064972400014085,block1_conv1
0.0004304149999825313,block1_conv1
0.00032105400009641016,block1_conv1
0.0004710099999556405,block1_conv1
0.0004567900000438385,block1_conv1
0.00044029899981978815,block1_conv1
0.0003448840000146447,block1_conv1
0.0004167409999809024,block1_conv1
0.001234479000004285,block1_conv2
0.0006340029999591934,block1_conv2
0.0005794999999579886,block1_conv2
0.0007420389999879262,block1_conv2
0.0010568089999196673,block1_conv2
0.0006531430001359695,block1_conv2
0.0006931620000614203,block1_conv2
0.0008831300001475029,block1_conv2
0.0006931890000032581,block1_conv2
0.0009426130000065314,block1_conv2
0.0007392260001779505,block1_conv2
0.0007078420001107588,block1_conv2
0.0005597009999291913,block1_conv2
0.0006733390000590589,block1_conv2
0.0008141550001710129,block1_conv2
0.000663948999999775,block1_conv2
0.0005430520000118122,block1_conv2
0.0006499400001303002,block1_conv2
0.0006132930000148917,block1_conv2
0.0007998660000794189,block1_conv2
0.0007914530001471576,block1_conv2
0.0007796659999712574,block1_conv2
0.0006550269999934244,block1_conv2
0.0006405490000815917,block1_conv2
0.0007593509999423986,block1_conv2
0.0005490989999543672,block1_conv2
0.0005490199998803291,block1_conv2
0.0005528299998331931,block1_conv2
0.0006327480000436481,block1_conv2
0.0008009279999896535,block1_conv2
0.0008367559998987417,block1_conv2
0.0007322300000396353,block1_conv2
0.0005247670001153892,block1_conv2
0.0006164009998883557,block1_conv2
0.0005717129999993631,block1_conv2
0.0007696790000863984,block1_conv2
0.0006099180000092019,block1_conv2
0.0007327160001295852,block1_conv2
0.0005252529999779654,block1_conv2
0.0005380140000852407,block1_conv2
0.0005500639999809209,block1_conv2
0.0005342910001218115,block1_conv2
0.000535524000042642,block1_conv2
0.0005441280000013649,block1_conv2
0.0006166129999201075,block1_conv2
0.0006848049999916839,block1_conv2
0.0007586639999317413,block1_conv2
0.000555655999960436,block1_conv2
0.0005893630000173289,block1_conv2
0.0005246549999355921,block1_conv2
0.0005394519998844771,block1_conv2
0.0005413119999957416,block1_conv2
0.0005910279999170598,block1_conv2
0.0005285480001475662,block1_conv2
0.0005408499998793559,block1_conv2
0.0005295079999996233,block1_conv2
0.000640060000023368,block1_conv2
0.0006310539999958564,block1_conv2
0.0008405749999838008,block1_conv2
0.000563432000035391,block1_conv2
0.0007423439999456605,block1_conv2
0.0005686819999937143,block1_conv2
0.0005735730001106276,block1_conv2
0.0005641220000143221,block1_conv2
0.0006102580000515445,block1_conv2
0.0005695600000308332,block1_conv2
0.0005328239999471407,block1_conv2
0.0005417099998794583,block1_conv2
0.0005817139999635401,block1_conv2
0.0005942800000866555,block1_conv2
0.0005351319998680992,block1_conv2
0.0005859939999481867,block1_conv2
0.0005814559999635094,block1_conv2
0.0005701570000837819,block1_conv2
0.0005438680000224849,block1_conv2
0.0007933849999517406,block1_conv2
0.0008258020000084798,block1_conv2
0.000684968000086883,block1_conv2
0.0005909970000175235,block1_conv2
0.000692025000034846,block1_conv2
0.0009830379999584693,block1_conv2
0.0006662200000846497,block1_conv2
0.0008822289998988708,block1_conv2
0.0005656260000250768,block1_conv2
0.000704751000057513,block1_conv2
0.0005870669999694655,block1_conv2
0.0007110270000794117,block1_conv2
0.0011612309999691206,block1_conv2
0.0010690090000480268,block1_conv2
0.0010461069998655148,block1_conv2
0.0007231130000491248,block1_conv2
0.0008100729999114265,block1_conv2
0.0007085310001002654,block1_conv2
0.0007295820000763342,block1_conv2
0.0005624949999400997,block1_conv2
0.0006420500001240725,block1_conv2
0.0008685559998866665,block1_conv2
0.0007561449999684555,block1_conv2
0.0007477869999092945,block1_conv2
0.0005932000001394044,block1_conv2
0.0008390109999254491,block1_conv2
0.0011933889998090308,block1_conv2
0.0006170879998990131,block1_conv2
0.003243494999878749,block1_conv2
0.0007810750000771804,block1_conv2
0.0010234200001377758,block1_conv2
0.0007447180000781373,block1_conv2
0.0008231620001879492,block1_conv2
0.001026772999921377,block1_conv2
0.0007562690000213479,block1_conv2
0.0007696029999806342,block1_conv2
0.0009062950000497949,block1_conv2
0.0007176870001330826,block1_conv2
0.0007157039999583503,block1_conv2
0.0008714130001408193,block1_conv2
0.0007477149999886024,block1_conv2
0.0005864249999376625,block1_conv2
0.0006737930000326742,block1_conv2
0.0006930399999873771,block1_conv2
0.0006491450001249177,block1_conv2
0.0005582979999871895,block1_conv2
0.0006793990000915073,block1_conv2
0.000738636000050974,block1_conv2
0.00055587499991816,block1_conv2
0.0005442899998797657,block1_conv2
0.0007179909998740186,block1_conv2
0.0007461960001364787,block1_conv2
0.0005684879999989789,block1_conv2
0.0006544660000145086,block1_conv2
0.0007718609999756154,block1_conv2
0.0007270429998698091,block1_conv2
0.000687633000097776,block1_conv2
0.0007194830000116781,block1_conv2
0.0007346700001562567,block1_conv2
0.0005977069999971718,block1_conv2
0.0007345690000875038,block1_conv2
0.0012450599999738188,block1_conv2
0.000657842000009623,block1_conv2
0.0006472720001511334,block1_conv2
0.0012878549998731614,block1_conv2
0.000659102000099665,block1_conv2
0.0007007829999565729,block1_conv2
0.0007167339999796241,block1_conv2
0.0006909230000928801,block1_conv2
0.0010851350000393722,block1_conv2
0.000686894999944343,block1_conv2
0.0010273640000377782,block1_conv2
0.0007946160001210956,block1_conv2
0.0006873610000184271,block1_conv2
0.0014570529999673454,block1_conv2
0.00025046700011444045,block1_pool
0.00022813100008534093,block1_pool
0.000173934000031295,block1_pool
0.00018374499995843507,block1_pool
0.00041029599992725707,block1_pool
0.00016944599997259502,block1_pool
0.00021817500010001822,block1_pool
0.0004029199999422417,block1_pool
0.0004020890000902,block1_pool
0.0003019669998138852,block1_pool
0.00019908099989152106,block1_pool
0.00046612500000264845,block1_pool
0.00017307699999946635,block1_pool
0.0002042460000666324,block1_pool
0.00017921200014825445,block1_pool
0.00034015100004580745,block1_pool
0.00022072799993111403,block1_pool
0.00019408499997553008,block1_pool
0.00014751999992768106,block1_pool
0.0001740509999308415,block1_pool
0.00013673099988409376,block1_pool
0.0001640339999084972,block1_pool
0.0001501489998645411,block1_pool
0.00013812500014864781,block1_pool
0.00011854100011987612,block1_pool
0.00013269199985188607,block1_pool
0.0002864649998173263,block1_pool
0.00012500200000431505,block1_pool
0.00013887599993722688,block1_pool
0.0002392660001078184,block1_pool
0.00013096399993628438,block1_pool
0.00015375799989669758,block1_pool
0.00013353600002119492,block1_pool
0.00014801599991187686,block1_pool
0.00012526399996204418,block1_pool
0.0001330000000052678,block1_pool
0.00012252999999873282,block1_pool
0.00012841100010518858,block1_pool
0.00011692800012497173,block1_pool
0.00016914499997255916,block1_pool
0.00028135599995948724,block1_pool
0.00013052600002083636,block1_pool
0.0001364349998311809,block1_pool
0.00012100799995096168,block1_pool
0.0001338289998784603,block1_pool
0.0001344929999049782,block1_pool
0.00012861499999416992,block1_pool
0.00015096599986463843,block1_pool
0.00013035699998908967,block1_pool
0.00012986799993086606,block1_pool
0.00012651199995161733,block1_pool
0.0001357040000584675,block1_pool
0.00016722999998819432,block1_pool
0.0001282860000628716,block1_pool
0.00028543400003400166,block1_pool
0.00013991500009069568,block1_pool
0.00013790200000585173,block1_pool
0.00012616899994100095,block1_pool
0.00013840599990544433,block1_pool
0.00031509500013271463,block1_pool
0.00013002900004721596,block1_pool
0.00014004399986333738,block1_pool
0.00012498999990384618,block1_pool
0.0001385309999477613,block1_pool
0.0001292270001158613,block1_pool
0.00014255499991122633,block1_pool
0.0002808149999964371,block1_pool
0.0001304109998727654,block1_pool
0.00013873800003239012,block1_pool
0.00012658800005738158,block1_pool
0.0001299509999626025,block1_pool
0.00013059599996267934,block1_pool
0.00012888699984614505,block1_pool
0.00011935699990317516,block1_pool
0.00012627700016309973,block1_pool
0.00011761800010390289,block1_pool
0.00012994099984098284,block1_pool
0.00014026500002728426,block1_pool
0.0001270230000045558,block1_pool
0.00020891500003017427,block1_pool
0.00012289400001463946,block1_pool
0.00016616100015198754,block1_pool
0.00017234100005225628,block1_pool
0.0001298980000683514,block1_pool
0.00012048799999320181,block1_pool
0.00013423700011117035,block1_pool
0.00021422800000436837,block1_pool
0.0001338359998044325,block1_pool
0.0002557669999987411,block1_pool
0.000128629000073488,block1_pool
0.00012969399995199637,block1_pool
0.00013517000002138957,block1_pool
0.0001324579998254194,block1_pool
0.0001160150000032445,block1_pool
0.00014431799991143635,block1_pool
0.00012101400011488295,block1_pool
0.0001265240000520862,block1_pool
0.00012107299994568166,block1_pool
0.00012684100011028931,block1_pool
0.00011972300012530468,block1_pool
0.00012339499994595826,block1_pool
0.00011567899991860031,block1_pool
0.00012277400014681916,block1_pool
0.00012394899999890185,block1_pool
0.0001251959999990504,block1_pool
0.00030884800003150303,block1_pool
0.00015194999991763325,block1_pool
0.00014884699999129225,block1_pool
0.00018889000011768076,block1_pool
0.00013671200008502638,block1_pool
0.00016942399997788016,block1_pool
0.00013496100018528523,block1_pool
0.00013436299991553824,block1_pool
0.00012013800005661324,block1_pool
0.0001326620001691481,block1_pool
0.00012357900004644762,block1_pool
0.00012119100006202643,block1_pool
0.00011924700015697454,block1_pool
0.00011686299990287807,block1_pool
0.00011473799986561062,block1_pool
0.00011129900008199911,block1_pool
0.00010985199992319394,block1_pool
0.00011773900018852146,block1_pool
0.00012578599989865324,block1_pool
0.00010983799984387588,block1_pool
0.00012510099986684509,block1_pool
0.00011543499999788764,block1_pool
0.00012184100000922626,block1_pool
0.00011172899985467666,block1_pool
0.00010446600003888307,block1_pool
0.00010994800004482386,block1_pool
0.0001228700000410754,block1_pool
0.00011759200015148963,block1_pool
0.00011277799990239146,block1_pool
0.00010928000006060756,block1_pool
0.00011461100007181813,block1_pool
0.00011266900014561543,block1_pool
0.00011189899987584795,block1_pool
0.0001105310000184545,block1_pool
0.00011481399997137487,block1_pool
0.0001115810000555939,block1_pool
0.00011088399992331688,block1_pool
0.00011128500000268104,block1_pool
0.00010953699984384002,block1_pool
0.00011012499999196734,block1_pool
0.00011109599995506869,block1_pool
0.00011394299986022816,block1_pool
0.00011167499997100094,block1_pool
0.00010735899991232145,block1_pool
0.00011141699997097021,block1_pool
0.0007430010000462062,block2_conv1
0.0004267580000032467,block2_conv1
0.0004836850000629056,block2_conv1
0.0006366210000123829,block2_conv1
0.0004247090000717435,block2_conv1
0.00041915299993888766,block2_conv1
0.00040665300002729055,block2_conv1
0.00038667900003019895,block2_conv1
0.00044637499991040386,block2_conv1
0.0005012530000385595,block2_conv1
0.00043657900005200645,block2_conv1
0.0007419880000725243,block2_conv1
0.0006520320000618085,block2_conv1
0.00048467199985680054,block2_conv1
0.0005182720001357666,block2_conv1
0.0006852089998119482,block2_conv1
0.0006417170000077022,block2_conv1
0.0005783789999895816,block2_conv1
0.00054523199992218,block2_conv1
0.0005777870001111296,block2_conv1
0.000588499999821579,block2_conv1
0.0005612350000774313,block2_conv1
0.0005142229999819392,block2_conv1
0.0004906039998786582,block2_conv1
0.0005001510000965936,block2_conv1
0.0004907129998628079,block2_conv1
0.00048433500001010543,block2_conv1
0.0004866889998993429,block2_conv1
0.0004410980000102427,block2_conv1
0.0004319450001730729,block2_conv1
0.00044488499997896724,block2_conv1
0.0004825940000046103,block2_conv1
0.00042645799999263545,block2_conv1
0.0004227819999869098,block2_conv1
0.000422928000034517,block2_conv1
0.00040859399996406864,block2_conv1
0.0004124279998904967,block2_conv1
0.0004213009999602946,block2_conv1
0.00039796100008970825,block2_conv1
0.0004114299999855575,block2_conv1
0.0004672600000503735,block2_conv1
0.0004844520001370256,block2_conv1
0.00042605100020409736,block2_conv1
0.00047532600001432,block2_conv1
0.00043093199997201737,block2_conv1
0.0004231070001878834,block2_conv1
0.0004327290000674111,block2_conv1
0.000428965000082826,block2_conv1
0.00042104599992853764,block2_conv1
0.0004160820001288812,block2_conv1
0.00040599299995847105,block2_conv1
0.0004122749999169173,block2_conv1
0.0004337410000516684,block2_conv1
0.0004491100000905135,block2_conv1
0.0004231169998547557,block2_conv1
0.00042511500009823067,block2_conv1
0.0003981190000104107,block2_conv1
0.000515173000167124,block2_conv1
0.00039579600002070947,block2_conv1
0.00044975499986321665,block2_conv1
0.00040067500003715395,block2_conv1
0.00040281700012201327,block2_conv1
0.00040040799990492815,block2_conv1
0.00042251100012435927,block2_conv1
0.0005837349999637809,block2_conv1
0.00040358700016440707,block2_conv1
0.0004656999999497202,block2_conv1
0.0004328390000409854,block2_conv1
0.000501160999874628,block2_conv1
0.0007208679999166634,block2_conv1
0.0005617759998131078,block2_conv1
0.0006359879998854012,block2_conv1
0.0005773140001110733,block2_conv1
0.0008176759999969363,block2_conv1
0.0007597329999953217,block2_conv1
0.0008310439998240327,block2_conv1
0.0004451400000107242,block2_conv1
0.0005218619999141083,block2_conv1
0.00047248600003513275,block2_conv1
0.0005009060000702448,block2_conv1
0.0004628859999229462,block2_conv1
0.0004696290000083536,block2_conv1
0.0004410890001054213,block2_conv1
0.0006249899997783359,block2_conv1
0.00044787199999518634,block2_conv1
0.0003980520000368415,block2_conv1
0.0005059239999809506,block2_conv1
0.000622718000158784,block2_conv1
0.00043695400017895736,block2_conv1
0.0006379129999913857,block2_conv1
0.0006792169999698672,block2_conv1
0.00041484500002297864,block2_conv1
0.0006428870001400355,block2_conv1
0.0006715459999213635,block2_conv1
0.0004357120001259318,block2_conv1
0.0005621870000140916,block2_conv1
0.0005626069998925232,block2_conv1
0.0005000639998797851,block2_conv1
0.0005492450000019744,block2_conv1
0.00044947000014872174,block2_conv1
0.0004290800000035233,block2_conv1
0.0004940750000059779,block2_conv1
0.0004767200000515004,block2_conv1
0.0004685260000769631,block2_conv1
0.0004946060000747821,block2_conv1
0.0004900229998838768,block2_conv1
0.0004799739999725716,block2_conv1
0.00045664900017072796,block2_conv1
0.0006154469999728462,block2_conv1
0.0004572479999751522,block2_conv1
0.0005945650000285241,block2_conv1
0.0005111559999022575,block2_conv1
0.0004793279999830702,block2_conv1
0.0004686959998707607,block2_conv1
0.0005452240000067832,block2_conv1
0.00046267600009741727,block2_conv1
0.0005021699998906115,block2_conv1
0.0005806419999316859,block2_conv1
0.000528282000004765,block2_conv1
0.0004369979999410134,block2_conv1
0.0006180469999890192,block2_conv1
0.0005564680000134103,block2_conv1
0.000443403999952352,block2_conv1
0.0005414679999375949,block2_conv1
0.0004690880000453035,block2_conv1
0.0005628430001252127,block2_conv1
0.0004963389999375067,block2_conv1
0.00046976100020401645,block2_conv1
0.0005986179999126762,block2_conv1
0.00045903199998065247,block2_conv1
0.00046124100003908097,block2_conv1
0.0007244820001233165,block2_conv1
0.000553483999965465,block2_conv1
0.0004402049999043811,block2_conv1
0.0004506739999214915,block2_conv1
0.00039791100016373093,block2_conv1
0.00047917300003064156,block2_conv1
0.00041135500009659154,block2_conv1
0.0005046100000072329,block2_conv1
0.00049184299996341,block2_conv1
0.00040155400006369746,block2_conv1
0.0004660939998757385,block2_conv1
0.0005157389998657891,block2_conv1
0.0005767760001162969,block2_conv1
0.00040931100011221133,block2_conv1
0.0003944350000892882,block2_conv1
0.0005436799999642972,block2_conv1
0.0004318489998240693,block2_conv1
0.0004223880000608915,block2_conv1
0.0006163790001210145,block2_conv1
0.0005304500000420376,block2_conv2
0.000603625999929136,block2_conv2
0.0007685380001021258,block2_conv2
0.0005537359998015745,block2_conv2
0.0006539189998875372,block2_conv2
0.0005216999998083338,block2_conv2
0.000930585000105566,block2_conv2
0.0007545760001903545,block2_conv2
0.0007018290000360139,block2_conv2
0.0006648490000316087,block2_conv2
0.0007874569998875813,block2_conv2
0.0007294880001609272,block2_conv2
0.0005419699998583383,block2_conv2
0.0006636139999045554,block2_conv2
0.0006523160000142525,block2_conv2
0.0005615800000668969,block2_conv2
0.0005338020000635879,block2_conv2
0.000523272000009456,block2_conv2
0.0005199600000196369,block2_conv2
0.000488879000158704,block2_conv2
0.0005103570001665503,block2_conv2
0.000580470000159039,block2_conv2
0.0007951600000524195,block2_conv2
0.0005440429999907792,block2_conv2
0.000538975000154096,block2_conv2
0.0006793320001179382,block2_conv2
0.0005374980000851792,block2_conv2
0.0005872350000117876,block2_conv2
0.0004856729999573872,block2_conv2
0.0005808299999898736,block2_conv2
0.0005473090000123193,block2_conv2
0.0005298539999785135,block2_conv2
0.00050268099994355,block2_conv2
0.0006060130001515063,block2_conv2
0.000493694999931904,block2_conv2
0.0005756250000104046,block2_conv2
0.0006934479999927134,block2_conv2
0.0004921610000110377,block2_conv2
0.0005548760000237962,block2_conv2
0.0005135609999342705,block2_conv2
0.0005510959999810439,block2_conv2
0.0005586329998550355,block2_conv2
0.0005880849998902704,block2_conv2
0.0005598740001460101,block2_conv2
0.0005190949998450378,block2_conv2
0.0005571130000134872,block2_conv2
0.0005315520002113772,block2_conv2
0.0005562150001878763,block2_conv2
0.0005262090000996977,block2_conv2
0.0005890349998480815,block2_conv2
0.0005291039999519853,block2_conv2
0.0005183130001569225,block2_conv2
0.0005118930000662658,block2_conv2
0.0005236019999301789,block2_conv2
0.0005415680000169232,block2_conv2
0.0006356690000757226,block2_conv2
0.0005905680000068969,block2_conv2
0.0005610240000351041,block2_conv2
0.0005660140000145475,block2_conv2
0.0005325619999894116,block2_conv2
0.0005443269999432232,block2_conv2
0.0006640439999046066,block2_conv2
0.0005528599999706785,block2_conv2
0.0005609180000192282,block2_conv2
0.0005770779998783837,block2_conv2
0.0005413040000803448,block2_conv2
0.0005636800001411757,block2_conv2
0.0005790590000742668,block2_conv2
0.0005781170000318525,block2_conv2
0.0005886390001705877,block2_conv2
0.0005394930001330067,block2_conv2
0.0005263769999146461,block2_conv2
0.0005451659999380354,block2_conv2
0.0005169839998870884,block2_conv2
0.0006236700000954443,block2_conv2
0.0005232470000464673,block2_conv2
0.0005276679999042244,block2_conv2
0.0005442740000489721,block2_conv2
0.0005473450000863522,block2_conv2
0.0005931480000072042,block2_conv2
0.0007936909998988995,block2_conv2
0.0005400889999691572,block2_conv2
0.0005679289999989123,block2_conv2
0.0006837579999228183,block2_conv2
0.0005360909999581054,block2_conv2
0.000582024000095771,block2_conv2
0.0008662600000661769,block2_conv2
0.0005504299999756768,block2_conv2
0.0006934030000138591,block2_conv2
0.0006407839998701093,block2_conv2
0.0006822410000495438,block2_conv2
0.0006825719999596913,block2_conv2
0.0004957720000220434,block2_conv2
0.0006164619999253773,block2_conv2
0.0006720959997892351,block2_conv2
0.0006396959997800877,block2_conv2
0.0006256970000322326,block2_conv2
0.0006852270000763383,block2_conv2
0.0005163950002042839,block2_conv2
0.0005978639999284496,block2_conv2
0.0005190239999137702,block2_conv2
0.0008219260000714712,block2_conv2
